methods,no_loc,rg,k_rg,spat_burst,rand_entr,real_entr,uncorr_entr,max_dist,dist_straight,max_dist_home,recency,freq_rank
MTGP_Comp,7,5.914853092463598,4.013474337045378,-0.1308794002684504,2.807354922057604,2.4564355568004035,2.807354922057605,8.38212605923295,23.966153738860406,15.913941152393624,0.0,0.0
MTGP_PM,734,15.76487763219214,0.5451250519208414,0.33237400274261153,9.519636252843213,9.506684366784922,9.519636252843213,65.00307702631468,2150.458670874871,119.19870002319718,0.0,0.7177650429799427
MTGP_PM_Comp,4,17.18430362659491,16.054742468192718,-0.1142247836217864,2.0,1.6,2.0,32.109454704215594,45.91827183695531,45.88918339256592,0.0,0.0
MTGP_GT,7,33.836039891191284,38.46908523636679,0.1938025448740234,2.807354922057604,2.4564355568004035,2.807354922057605,76.93774503417745,108.04650502668791,100.15082902208054,0.0,0.0
MTGP_GT_PM,698,8.855444667370941,4.77434352900778,0.29608568952745123,9.447083226209653,9.074562350112881,9.312147802857758,46.26320990379471,944.9563183944206,45.70834226460715,0.0,0.7177650429799427
MTGP_GT_PM_Comp,4,7.530417022521009,7.215920352511064,-0.10568997741688807,2.0,1.6,2.0,14.431837293005719,20.50464306944548,14.431837293005719,0.0,0.0
