methods,no_loc,rg,k_rg,spat_burst,rand_entr,real_entr,uncorr_entr,max_dist,dist_straight,max_dist_home,recency,freq_rank,no_loc_error,rg_error,k_rg_error,spat_burst_error,rand_entr_error,real_entr_error,uncorr_entr_error,max_dist_error,dist_straight_error,max_dist_home_error,mae,mad
MTGP,1929,9.800951860188038,8.381623192576262,0.12160740499906537,10.913637428049103,10.555343037888193,10.75852835976797,29.4383824122358,3005.9289817795293,29.31653220146262,0.0010368066355624676,0.6039398652151374,-507,-0.2008468114470947,-0.023673248566227656,0.2182124171512021,-0.33666098985722925,-0.3137725721137059,-0.31723284973906196,5.568864103455493,525.967208235008,0.0,103.9946471227338,-0.35018479562012905
SES,1656,10.063660847036012,5.9981740631471645,0.2369200569483798,10.693486957499326,6.165904670130152,9.65296742766474,22.23316488763207,2828.2754877984953,39.13048993182641,0.006642512077294686,0.46497584541062803,-780,0.06186217540087924,-2.407122377995325,0.33352506910051655,-0.5568114604070065,-4.703210939871747,-1.4227937818422927,-1.636353421148236,348.313714253974,9.81395773036379,114.92493512101039,-0.35018479562012905
Holt,1656,10.19677221129873,6.27607131337925,0.25210330857682,10.693486957499326,6.165904670130152,9.65296742766474,23.259227155766876,2871.1742085262554,40.23174427696213,0.006642512077294686,0.46256038647342995,-780,0.19497353966359832,-2.12922512776324,0.34870832072895674,-0.5568114604070065,-4.703210939871747,-1.4227937818422927,-0.6102911530134314,391.2124349817341,10.915212075499511,119.20936613805242,-0.35018479562012905
ES,1679,10.413715526678894,8.381623192576262,0.2550562583591647,10.71338651493703,7.747517796282468,10.275578691591338,25.086917263563972,2995.273116483674,29.31653220146262,0.0005955926146515784,0.49612864800476475,-757,0.41191685504376174,-0.023673248566227656,0.3516612705113014,-0.5369119029693028,-3.121597813719431,-0.8001825179156938,1.2173989547836648,515.3113429391528,0.0,127.87746855026622,-0.35018479562012905
ARIMA,1656,,8.381623192576262,,10.693486957499326,10.555343037888193,9.65296742766474,15.689033426477202,,,0.006642512077294686,0.4646525679758308,-780,,-0.023673248566227656,,-0.5568114604070065,-0.3137725721137059,-1.4227937818422927,-8.180484882303105,,,,-0.35018479562012905
SARIMAX,1679,,8.381623192576262,,10.71338651493703,10.555343037888193,10.275578691591337,15.689033426477202,,,0.0005955926146515784,0.4646525679758308,-757,,-0.023673248566227656,,-0.5369119029693028,-0.3137725721137059,-0.8001825179156956,-8.180484882303105,,,,-0.35018479562012905
LI,1926,9.90884979606029,8.373850651607945,-0.026358931664791977,10.911391987843459,10.535141424418551,10.752728412448581,18.709409135353614,2323.5417102768956,29.31653220146262,0.001557632398753894,0.6204569055036345,-510,-0.09294887557484266,-0.03144578953454413,0.07024608048734475,-0.3389064300628739,-0.33397418558334735,-0.3230327970584508,-5.160109173426694,-156.42006326762566,0.0,67.27707265993538,-0.35018479562012905
Ground Truth,2436,10.001798671635132,8.40529644114249,-0.09660501215213672,11.250298417906333,10.869115610001899,11.075761209507032,23.869518308780307,2479.9617735445213,29.31653220146262,-1,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35018479562012905
