methods,no_loc,rg,k_rg,spat_burst,rand_entr,real_entr,uncorr_entr,max_dist,dist_straight,max_dist_home,recency,freq_rank
MTGP_Comp,4,1.8352178237571907e-11,1.9437259386158335e-11,0.42218530253642556,2.0,1.2190678649343116,0.9519940819087833,7.78289433912659e-11,1.5566158070010397e-10,7.78289433912659e-11,0.0,1.0
MTGP_PM,209,2.9173619710690777,1.3869383290271315,0.1811131344401698,7.7073591320808825,7.670657421928118,7.707359132080884,11.831616805586188,199.22828869946008,20.025474677564898,0.0,0.9154228855721394
MTGP_PM_Comp,9,0.0010303150610918154,1.219348364181225e-07,0.18708734657313336,3.169925001442312,2.852932501298081,3.1699250014423126,0.00325074683968863,0.006501749877139025,0.0032505856959638966,0.0,0.5
MTGP_GT,14,7.964927761188686,0.48656084129981464,0.10936762563084032,3.807354922057604,3.4743434150627888,3.6168746059562213,17.94385244750759,56.0535465189146,18.02360629243431,0.0,1.0
MTGP_GT_PM,201,5.816548970954102,1.2069004461768569,0.09837177058847615,7.651051691178929,7.423216859930435,7.5708551846503545,17.978613217276386,395.0730162038671,19.90942253112531,0.0,0.9154228855721394
MTGP_GT_PM_Comp,8,8.210230234096699,0.4273876775682397,0.025788689054995536,3.0,2.852932501298081,2.9477027792200907,17.94385244750759,42.11778406192099,18.02360629243431,0.0,0.5
