model,MAE,RMSE,MAD,MAPE,MAXAPE,TAPE
MTGP,0.830996374768965,1.0639138186937944,0.6903106140134455,6.300821186876039,1182.4322470409354,5349.397187657757
SES,1.212524385589567,1.6198707506593322,0.8615798663366363,1.826060908277256,6.078879919224577,1550.32571112739
Holt,1.0978766019220447,1.5375295424475472,0.7044277991150004,1.4913523996945914,5.232634420447545,1266.158187340708
ES,1.1108236722218936,1.5975971217989495,0.6777397990032008,1.1730147854029955,4.433024033296,995.8895528071432
ARIMA,1.0889750983577229,1.5799210022789156,0.6577769789023524,1.1671618449019112,4.199000498747637,990.9204063217226
SARIMAX,1.1367744355298055,1.2546970738443337,1.2040362475639017,103.75165685661054,2203.4609763926346,88085.15667126235
