,value
max_speed_kmh,400.0
spatial_radius_km,0.3
bin_len,10080.0
tdf.shape[0],6641.0
f_tdf.shape[0],6478.0
fc_tdf.shape[0],2543.0
fcu_tdf.shape[0],2539.0
curr_ocp,1.0
target_ocp,0.6
new_ocp,0.6
n_train,1020.0
n_test,987.0
n_dims,13.0
mean_lat,47.54103098911133
mean_long,-122.19806154920367
std_lat,0.0810043131915215
std_long,0.07243106081593832
init_lengthscale,21.44847890088322
init_period_len_1,480.0
init_period_len_2,1440.0
log_ll,-133.67366070817434
m,43.0
bic,565.2323113863163
gp_runtime,92.73474764823914
ses_smoothing_level,0.1
holt_smoothing_level_lat,0.2
holt_smoothing_slope_lat,0.045
holt_smoothing_level_lon,0.1
holt_smoothing_slope_lon,0.0307
es_seasonal_periods,24.0
arima_order,"(1, 1, 0)"
sarimax_order,"(1, 0, 0)"
sarimax_seasonal_order,"(1, 1, 1, 24)"
