,value
max_speed_kmh,400.0
spatial_radius_km,0.3
bin_len,60.0
tdf.shape[0],7077.0
f_tdf.shape[0],7001.0
fc_tdf.shape[0],1312.0
fcu_tdf.shape[0],1311.0
curr_ocp,0.07627118644067797
target_ocp,0.07269087521831591
new_ocp,0.07203389830508475
n_train,932.0
n_test,46.0
n_dims,13.0
mean_lat,47.17058495804365
mean_long,-122.33605048871296
std_lat,0.0670583160517545
std_long,0.06720403402131475
init_lengthscale,22.805048335123523
init_period_len_1,480.0
init_period_len_2,1440.0
log_ll,274.2339052333127
m,43.0
bic,-254.46249943514505
gp_runtime,80.36920309066772
ses_smoothing_level,0.1
holt_smoothing_level_lat,0.2
holt_smoothing_slope_lat,0.045
holt_smoothing_level_lon,0.1
holt_smoothing_slope_lon,0.0307
es_seasonal_periods,24.0
arima_order,"(1, 1, 0)"
sarimax_order,"(1, 0, 0)"
sarimax_seasonal_order,"(1, 1, 1, 24)"
