,value
max_speed_kmh,400.0
spatial_radius_km,0.3
bin_len,60.0
tdf.shape[0],4021.0
f_tdf.shape[0],3879.0
fc_tdf.shape[0],1365.0
fcu_tdf.shape[0],1349.0
curr_ocp,0.16100443131462333
target_ocp,0.1
new_ocp,0.09911242603550297
n_train,759.0
n_test,367.0
n_dims,13.0
mean_lat,47.80356427050557
mean_long,-122.27732791021639
std_lat,0.1819111339322226
std_long,0.07273053113240058
init_lengthscale,26.7467018469657
init_period_len_1,480.0
init_period_len_2,1440.0
log_ll,304.50403089547365
m,43.0
bic,-323.8319853629352
gp_runtime,59.96475839614868
ses_smoothing_level,0.1
holt_smoothing_level_lat,0.2
holt_smoothing_slope_lat,0.045
holt_smoothing_level_lon,0.1
holt_smoothing_slope_lon,0.0307
es_seasonal_periods,24.0
arima_order,"(1, 1, 0)"
sarimax_order,"(1, 0, 0)"
sarimax_seasonal_order,"(1, 1, 1, 24)"
