,value
max_speed_kmh,400.0
spatial_radius_km,0.3
bin_len,30.0
tdf.shape[0],3411.0
f_tdf.shape[0],3273.0
fc_tdf.shape[0],861.0
fcu_tdf.shape[0],847.0
curr_ocp,0.09228650137741047
target_ocp,0.026515623616749653
new_ocp,0.025936599423631124
n_train,121.0
n_test,569.0
n_dims,13.0
mean_lat,47.79398408602628
mean_long,-122.27074347554559
std_lat,0.012105966089721316
std_long,0.02326286551112091
init_lengthscale,173.4375
init_period_len_1,480.0
init_period_len_2,1440.0
log_ll,-62.65053956029866
m,43.0
bic,331.5200725812572
gp_runtime,4.528591871261597
ses_smoothing_level,0.1
holt_smoothing_level_lat,0.2
holt_smoothing_slope_lat,0.045
holt_smoothing_level_lon,0.1
holt_smoothing_slope_lon,0.0307
es_seasonal_periods,24.0
arima_order,"(1, 1, 0)"
sarimax_order,"(1, 0, 0)"
sarimax_seasonal_order,"(1, 1, 1, 24)"
