,value
max_speed_kmh,400.0
spatial_radius_km,0.3
bin_len,15.0
tdf.shape[0],11301.0
f_tdf.shape[0],10995.0
fc_tdf.shape[0],3406.0
fcu_tdf.shape[0],3393.0
curr_ocp,0.10852568875651526
target_ocp,0.1
new_ocp,0.09983205821981712
n_train,2600.0
n_test,214.0
n_dims,13.0
mean_lat,47.78272340629066
mean_long,-122.2270029632884
std_lat,0.03880248336024375
std_long,0.02210995692581663
init_lengthscale,15.463832243170451
init_period_len_1,1440.0
init_period_len_2,10080.0
log_ll,-3601.4871941285023
m,23.0
bic,7383.829522909225
gp_runtime,213.84682846069336
ses_smoothing_level,0.9999999850988388
holt_smoothing_level_lat,0.999999985098835
holt_smoothing_slope_lat,0.372792715800141
holt_smoothing_level_lon,0.9999999850987825
holt_smoothing_slope_lon,0.2993899593918941
holt_damping_slope_lat,0.8
holt_damping_slope_lon,0.8000000000000049
es_seasonal_periods,24.0
es_smoothing_level_lat,0.9999999850988385
es_smoothing_slope_lat,0.3730449577883538
es_smoothing_level_lon,0.9999999845616778
es_smoothing_slope_lon,0.29739530409661746
es_damping_slope_lat,0.8000000000000079
es_damping_slope_lon,0.8
arima_order,"(2, 0, 1)"
sarimax_order,
sarimax_seasonal_order,
