model,MAE,RMSE,MAD,MAPE,MAXAPE,TAPE
MTGP,0.12457626845661061,0.18517959057684807,0.07913413726174687,0.2712207584326012,1.106422480273361,2.1697660674608095
SES,1.243543700932179,1.6715628130974638,0.9997107311155512,26.538758209762474,101.12806420475565,212.3100656780998
Holt,1.1767861101922517,1.6984399224171138,0.9245616186667599,5.861645281371549,17.622047799011966,46.893162250972395
ES,1.169581189701397,1.6679312559473878,0.9561885610233412,17.363615284002023,69.15458343242584,138.90892227201618
ARIMA,1.3731589598037055,1.9326845278174694,1.049607523360595,2.925405314507044,8.761047808137699,23.403242516056352
SARIMAX,1.2370010911936504,1.6950992340120017,1.1029665253791852,26.162268703969374,169.40269342578534,209.298149631755
