,value
max_speed_kmh,400.0
spatial_radius_km,0.3
bin_len,15.0
tdf.shape[0],5343.0
f_tdf.shape[0],5286.0
fc_tdf.shape[0],653.0
fcu_tdf.shape[0],622.0
curr_ocp,0.07302022625985602
target_ocp,0.018019978974813507
new_ocp,0.017622667588113337
n_train,120.0
n_test,442.0
n_dims,13.0
mean_lat,47.58100764435221
mean_long,-122.2229313075423
std_lat,0.027174713625468607
std_long,0.025306172239688427
init_lengthscale,182.37394957983193
init_period_len_1,480.0
init_period_len_2,1440.0
log_ll,-75.28250279787261
m,43.0
bic,356.4271505353732
gp_runtime,3.6057488918304443
ses_smoothing_level,0.1
holt_smoothing_level_lat,0.2
holt_smoothing_slope_lat,0.045
holt_smoothing_level_lon,0.1
holt_smoothing_slope_lon,0.0307
es_seasonal_periods,24.0
arima_order,"(1, 1, 0)"
sarimax_order,"(1, 0, 0)"
sarimax_seasonal_order,"(1, 1, 1, 24)"
