,value
max_speed_kmh,300.0
spatial_radius_km,0.3
bin_len,1.0
tdf.shape[0],4021.0
f_tdf.shape[0],3878.0
fc_tdf.shape[0],1365.0
fcu_tdf.shape[0],1349.0
curr_ocp,0.027759288021102977
target_ocp,0.0152824589952462
new_ocp,0.015266795962007062
n_train,614.0
n_test,512.0
n_dims,13.0
mean_lat,47.81218374345949
mean_long,-122.27609401438481
std_lat,0.18223904666814503
std_long,0.0861054699964076
init_lengthscale,32.80342577487765
init_period_len_1,480.0
init_period_len_2,1440.0
log_ll,37.890709296382965
m,43.0
bic,200.27836331756117
gp_runtime,42.03529667854309
ses_smoothing_level,0.1
holt_smoothing_level_lat,0.2
holt_smoothing_slope_lat,0.045
holt_smoothing_level_lon,0.1
holt_smoothing_slope_lon,0.0307
es_seasonal_periods,24.0
arima_order,"(1, 1, 0)"
sarimax_order,"(1, 0, 0)"
sarimax_seasonal_order,"(1, 1, 1, 24)"
