,value
max_speed_kmh,400.0
spatial_radius_km,0.3
bin_len,1440.0
tdf.shape[0],5097.0
f_tdf.shape[0],5022.0
fc_tdf.shape[0],620.0
fcu_tdf.shape[0],620.0
curr_ocp,1.0
target_ocp,0.5
new_ocp,0.48148148148148145
n_train,225.0
n_test,354.0
n_dims,13.0
mean_lat,47.63286215053776
mean_long,-122.3201207559019
std_lat,0.06079326821659494
std_long,0.012159764391928446
init_lengthscale,86.51116071428571
init_period_len_1,480.0
init_period_len_2,1440.0
log_ll,-108.97315061282012
m,43.0
bic,450.8386185204303
gp_runtime,14.296009540557861
ses_smoothing_level,0.1
holt_smoothing_level_lat,0.2
holt_smoothing_slope_lat,0.045
holt_smoothing_level_lon,0.1
holt_smoothing_slope_lon,0.0307
es_seasonal_periods,24.0
arima_order,"(1, 1, 0)"
sarimax_order,"(1, 0, 0)"
sarimax_seasonal_order,"(1, 1, 1, 24)"
