model,MAE,RMSE,MAD,MAPE,MAXAPE,TAPE
MTGP,1.4327681807154449,3.333041737422565,0.24371596528578884,23.04853941711185,3882.393593239133,6177.0085637859775
SES,3.119652990035047,3.9680106900544794,2.749493484659106,1.9911096896735432,8.404351129165475,533.6173968325096
Holt,3.61703198057326,4.186789813518711,3.365983870003437,1.735584127342449,5.632201023152208,465.13654612777634
ES,5.994902739134598,6.298638073639582,6.026699746797043,1.4892071729007217,3.517691463325592,399.1075223373934
ARIMA,5.847337278551455,6.176770522794791,5.8060821997653145,1.5057737834136184,3.479686154312681,403.5473739548498
SARIMAX,3.519842604756989,4.278853842951293,2.8794048309123665,4.3533817530286925,362.1153311604956,1166.7063098116896
