model,MAE,RMSE,MAD,MAPE,MAXAPE,TAPE
MTGP,1.1409445677313979,1.4208566258360082,0.9587434537417121,4.52294353174829,152.5243989165584,940.7722546036442
SES,1.423117249386222,1.82008185763292,0.8804366842009119,1.7426636482903497,4.280904319268752,362.4740388443928
Holt,1.3170395962010677,1.7344762178377608,0.7676149078369621,1.8155249652498056,4.712056536398058,377.6291927719596
ES,1.143249746028408,1.5685686929702547,0.6177048671975597,1.9169356998953448,5.935943765486077,398.7226255782317
ARIMA,1.1509922818222824,1.558690770210907,0.6023737456318616,1.9230251803570133,5.197120400123979,399.9892375142588
SARIMAX,0.982984713257796,1.2412513220539876,0.7577597034674692,23.441813957185374,641.1295030626906,4875.897303094558
