methods,no_loc,rg,k_rg,spat_burst,rand_entr,real_entr,uncorr_entr,max_dist,dist_straight,max_dist_home,recency,freq_rank,no_loc_error,rg_error,k_rg_error,spat_burst_error,rand_entr_error,real_entr_error,uncorr_entr_error,max_dist_error,dist_straight_error,max_dist_home_error,mae,mad
MTGP,331,15.869828165481351,0.14120351186256824,0.34291587297396464,8.370687406807217,8.230426810038777,8.329873519122419,42.011442599693446,1025.472702441515,48.32194075282947,0.00906344410876133,0.595166163141994,-61,-1.966799327502489,0.04761339692357891,-0.11411148150363198,-0.24402243730799,-0.05392091496003282,-0.13274675107450307,-15.85515867270874,487.2864125055513,-9.695667618503379,57.63964531060357,-1.539663797220562
SES,126,10.479536146353759,2.1590655325069434,0.4972255789497837,6.977279923499917,0.25922012501947944,3.645201600188268,30.001219560731897,240.1740868115995,33.467627957336404,0.015873015873015872,0.3253968253968254,-266,-7.357091346630082,2.065475417567954,0.04019822447218707,-1.6374299206152907,-8.02512759997933,-4.817418670008654,-27.865381711670288,-298.0122031243641,-24.549980413996444,64.03703064293043,-1.539663797220562
Holt,126,13.974034582159721,1.5354877887648226,0.49335247312065833,6.977279923499917,0.25922012501947944,3.645201600188268,30.001219560731897,234.85519319537212,50.65986982818662,0.015873015873015872,0.3492063492063492,-266,-3.8625929108241195,1.4418976738258333,0.036325118643061705,-1.6374299206152907,-8.02512759997933,-4.817418670008654,-27.865381711670288,-303.3310967405915,-7.357738543146226,62.43750088893043,-1.539663797220562
ES,149,16.930980034395855,0.49354895720579783,0.20776903093388377,7.219168520462161,3.0175316147326012,6.396596399847487,30.001219560731897,517.4490934936448,58.30617130479777,0.013422818791946308,0.2214765100671141,-243,-0.9056474585879855,0.3999588422668085,-0.24925832354371286,-1.3955413236530463,-5.266816110266209,-2.0660238703494347,-27.865381711670288,-20.737196442318805,0.2885629334649238,30.217438701612117,-1.539663797220562
ARIMA,126,,0.14120351186256824,,6.977279923499917,8.230426810038777,3.645201600188268,30.001219560731897,,,0.015873015873015872,0.344,-266,,0.04761339692357891,,-1.6374299206152907,-0.05392091496003282,-4.817418670008654,-27.865381711670288,,,,-1.539663797220562
SARIMAX,149,,0.14120351186256824,,7.219168520462161,8.230426810038777,6.3965963998474855,30.001219560731897,,,0.013422818791946308,0.344,-243,,0.04761339692357891,,-1.3955413236530463,-0.05392091496003282,-2.0660238703494365,-27.865381711670288,,,,-1.539663797220562
LI,331,12.144451856688912,0.14120351186256824,0.503529172450369,8.370687406807217,8.230426810038777,8.329873519122419,30.001219560731897,218.7741338342663,44.64981576797269,0.012084592145015106,0.5981873111782477,-61,-5.6921756362949285,0.04761339692357891,0.046501817972772364,-0.24402243730799,-0.05392091496003282,-0.13274675107450307,-27.865381711670288,-319.4121561016973,-13.367792603360158,42.78623113712615,-1.539663797220562
Ground Truth,392,17.83662749298384,0.09359011493898933,0.4570273544775966,8.614709844115207,8.28434772499881,8.462620270196922,57.866601272402185,538.1862899359636,58.01760837133285,-1,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.539663797220562
