model,MAE,RMSE,MAD,MAPE,MAXAPE,TAPE
MTGP,0.8904200148107759,1.0049483720035148,0.7858303274386738,12.897386916478691,514.346053949968,1018.8935664018168
SES,0.3265497444431929,0.5011651961795638,0.1788918602103617,0.5126449161152727,2.145741017314502,40.49894837310655
Holt,0.3206878253213232,0.4681244472220714,0.2611554202429647,0.3832270313960957,1.678917013346311,30.274935480291564
ES,0.8228527811187315,0.8694194174063722,0.8632727943398599,0.5175986475057812,1.0888072738240249,40.89029315295672
ARIMA,0.3745651080835111,0.4667843981821508,0.3712495205490232,0.3586058964591728,1.2374998585919263,28.32986582027465
SARIMAX,0.5047048567809805,0.6348977364418511,0.4334622836113064,0.8020526730265367,2.917194494945313,63.3621611690964
