model,MAE,RMSE,MAD,MAPE,MAXAPE,TAPE
MTGP,3.8944384839125097,6.807712277328226,1.2286270853045937,41.79669490268596,4640.096560835888,42465.44202112894
SES,4.88607243348973,8.106878837715827,1.6065097789142722,32.779406625803595,162.60405392707997,33303.87713181645
Holt,5.092134428697068,8.362639534393757,1.8141373203611109,50.518547900710445,254.99760437158824,51326.84466712181
ES,5.069370620632173,8.315978888536113,2.045794114557161,22.546730525971807,358.6266202061926,22907.478214387356
ARIMA,5.092231285880181,8.356405188332602,2.071679691094362,16.33625883101492,84.01143563836503,16597.63897231116
SARIMAX,4.975671161721113,8.217674324431298,1.8294514882991744,768.2215071145203,100914.92320303032,780513.0512283525
