model,MAE,RMSE,MAD,MAPE,MAXAPE,TAPE
MTGP,1.6210977835131024,2.0031104028418416,1.453646049979556,4.256098910038586,470.7375684619141,5681.892044901513
SES,1.5966843791390253,1.944837730762245,1.345114463905714,7.1461472694799975,26.723644433762,9540.106604755796
Holt,1.8643743467909435,2.2500377311868136,1.7417481172970248,1.327248288631099,4.752220393152966,1771.876465322517
ES,1.370702782927248,1.836038449791959,1.1311026077416113,1.1946929551486076,4.793541150500882,1594.9150951233912
ARIMA,1.3642232128457843,1.8260258894508696,1.093815827889205,1.1616744224124462,4.411750322534999,1550.835353920616
SARIMAX,1.5384986739544269,1.984323095255364,1.3602266049071758,1.6593713653184072,6.57060930930534,2215.2607727000736
