,value
max_speed_kmh,400.0
spatial_radius_km,0.3
bin_len,360.0
tdf.shape[0],5627.0
f_tdf.shape[0],5599.0
fc_tdf.shape[0],1929.0
fcu_tdf.shape[0],1929.0
curr_ocp,0.5
target_ocp,0.1
new_ocp,0.1
n_train,136.0
n_test,1401.0
n_dims,13.0
mean_lat,48.19780764935231
mean_long,-122.15679330377986
std_lat,0.0533768953836345
std_long,0.02861587724385852
init_lengthscale,78.96666666666667
init_period_len_1,480.0
init_period_len_2,1440.0
log_ll,30.361395091826424
m,43.0
bic,150.5213699029974
gp_runtime,4.5706787109375
ses_smoothing_level,0.1
holt_smoothing_level_lat,0.2
holt_smoothing_slope_lat,0.045
holt_smoothing_level_lon,0.1
holt_smoothing_slope_lon,0.0307
es_seasonal_periods,24.0
arima_order,"(1, 1, 0)"
sarimax_order,"(1, 0, 0)"
sarimax_seasonal_order,"(1, 1, 1, 24)"
