,value
max_speed_kmh,400.0
spatial_radius_km,0.3
bin_len,360.0
tdf.shape[0],7256.0
f_tdf.shape[0],7082.0
fc_tdf.shape[0],2671.0
fcu_tdf.shape[0],2667.0
curr_ocp,0.7288135593220338
target_ocp,0.1
new_ocp,0.0990990990990991
n_train,299.0
n_test,1832.0
n_dims,13.0
mean_lat,47.88066866986717
mean_long,-122.1011608758753
std_lat,0.13082082636305167
std_long,0.02767126859983571
init_lengthscale,66.46476510067114
init_period_len_1,480.0
init_period_len_2,1440.0
log_ll,179.82974497517205
m,43.0
bic,-114.54041629454457
gp_runtime,6.060126781463623
ses_smoothing_level,0.1
holt_smoothing_level_lat,0.2
holt_smoothing_slope_lat,0.045
holt_smoothing_level_lon,0.1
holt_smoothing_slope_lon,0.0307
es_seasonal_periods,24.0
arima_order,"(1, 1, 0)"
sarimax_order,"(1, 0, 0)"
sarimax_seasonal_order,"(1, 1, 1, 24)"
