,value
max_speed_kmh,400.0
spatial_radius_km,0.3
bin_len,360.0
tdf.shape[0],2385.0
f_tdf.shape[0],2245.0
fc_tdf.shape[0],347.0
fcu_tdf.shape[0],346.0
curr_ocp,0.5126050420168067
target_ocp,0.4
new_ocp,0.3949579831932773
n_train,239.0
n_test,67.0
n_dims,13.0
mean_lat,47.63205282864631
mean_long,-122.05872846749116
std_lat,0.013832959849152629
std_long,0.032861529118268513
init_lengthscale,89.66176470588235
init_period_len_1,480.0
init_period_len_2,1440.0
log_ll,-119.08053832386588
m,43.0
bic,473.64900938078677
gp_runtime,15.590516328811646
ses_smoothing_level,0.1
holt_smoothing_level_lat,0.2
holt_smoothing_slope_lat,0.045
holt_smoothing_level_lon,0.1
holt_smoothing_slope_lon,0.0307
es_seasonal_periods,24.0
arima_order,"(1, 1, 0)"
sarimax_order,"(1, 0, 0)"
sarimax_seasonal_order,"(1, 1, 1, 24)"
